dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok,ttt_upper_enabled,ttt_upper_selection,ttt_upper_pool_size,ttt_upper_final_epochs,ttt_upper_shift_score,ttt_upper_alpha,ttt_upper_alpha_reason,ttt_upper_stage1_steps,ttt_upper_stage2_steps,ttt_upper_fallback_reason,ttt_upper_used_test_features
analcatdata_authorship,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/analcatdata_authorship,multiclass,672,135,169,69,4,0.9940828402366864,0.9940804879569156,0.9957627118644068,0.9999242768178148,0.0105286731713866,56.10365676879883,0.6811995506286621,ok,,672,537,0,169,5.208626316743903e-05,23,1e-05,True,55.96193599700928,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_hybrid_upper c_source=test c_metric=standardized_l2 | upper_selection=f_hybrid_upper upper_final_epochs=10 rollback_gate=validation | upper_alpha=0.000000 reason=validation_best_accuracy | upper_shift_score=0.179639 actual_upper_final_epochs=8,30,1,epoch_chunk,accuracy,1.0,1.0,1.0,1.0,0,True,False,,f_hybrid_upper,test,standardized_l2,8.037075218974056,1.0309354944870317,,True,True,f_hybrid_upper,269,8,0.1796390021067516,0.0,validation_best_accuracy,22,1,,True
banknote_authentication,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/banknote_authentication,binclass,1097,220,275,4,2,0.5381818181818182,0.4413918493181166,0.4919639987142398,0.526786670952534,0.6867512734265135,101.79478549957275,0.1778929233551025,ok,,1097,877,0,275,0.6869806349277496,21,1e-05,True,101.76266312599182,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_hybrid_upper c_source=test c_metric=standardized_l2 | upper_selection=f_hybrid_upper upper_final_epochs=10 rollback_gate=validation | upper_alpha=0.000000 reason=validation_best_accuracy | upper_shift_score=0.210672 actual_upper_final_epochs=10,30,1,epoch_chunk,accuracy,0.5818181818181818,0.5818181818181818,0.5818181818181818,0.5818181818181818,0,True,False,,f_hybrid_upper,test,standardized_l2,1.887805719517319,0.4436836249194665,,True,True,f_hybrid_upper,439,10,0.210671997454404,0.0,validation_best_accuracy,20,1,,True
car-evaluation,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/car-evaluation,multiclass,1382,277,346,21,4,0.9884393063583816,0.9883904415708242,0.9732426664244846,0.9999077152148292,0.0174444144454938,161.82840943336487,0.5734653472900391,ok,,1382,1105,0,346,0.0875064879655838,21,1e-05,True,161.73915219306946,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_hybrid_upper c_source=test c_metric=standardized_l2 | upper_selection=f_hybrid_upper upper_final_epochs=10 rollback_gate=validation | upper_alpha=1.000000 reason=validation_best_accuracy | upper_shift_score=0.402522 actual_upper_final_epochs=10,30,1,epoch_chunk,accuracy,0.9855595667870036,1.0,0.9855595667870036,1.0,8,True,False,,f_hybrid_upper,test,standardized_l2,4.579803319189605,0.0441171355594902,,True,True,f_hybrid_upper,553,10,0.4025221603115196,1.0,validation_best_accuracy,20,1,,True
contraceptive_method_choice,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/contraceptive_method_choice,multiclass,1178,236,295,9,3,0.6372881355932203,0.6356221051172173,0.6106558709719377,0.7948118572256018,0.8236246965571389,118.33849930763245,0.4620485305786133,ok,,1178,942,0,295,0.924160212278366,21,1e-05,True,118.29133677482604,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_hybrid_upper c_source=test c_metric=standardized_l2 | upper_selection=f_hybrid_upper upper_final_epochs=10 rollback_gate=validation | upper_alpha=0.000000 reason=validation_best_accuracy | upper_shift_score=0.234152 actual_upper_final_epochs=10,30,1,epoch_chunk,accuracy,0.5423728813559322,0.5423728813559322,0.5423728813559322,0.5423728813559322,0,True,False,,f_hybrid_upper,test,standardized_l2,2.9798063719189223,0.7163480034346106,,True,True,f_hybrid_upper,471,10,0.2341520379133415,0.0,validation_best_accuracy,20,1,,True
drug_consumption,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/drug_consumption,multiclass,1507,302,377,12,7,0.403183023872679,0.2316968605998004,0.1428571428571428,0.5297343818540019,1.5125163592279736,203.93413281440732,0.5727276802062988,ok,,1507,1205,0,377,1.5655537843704224,23,1e-05,True,203.88027024269104,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_hybrid_upper c_source=test c_metric=standardized_l2 | upper_selection=f_hybrid_upper upper_final_epochs=10 rollback_gate=validation | upper_alpha=0.000000 reason=validation_best_accuracy | upper_shift_score=0.080127 actual_upper_final_epochs=8,30,1,epoch_chunk,accuracy,0.4039735099337748,0.4039735099337748,0.4039735099337748,0.4039735099337748,0,True,False,,f_hybrid_upper,test,standardized_l2,3.423230637602593,0.5296353583784174,,True,True,f_hybrid_upper,603,8,0.0801267017554303,0.0,validation_best_accuracy,22,1,,True
golf_play_dataset_extended,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/golf_play_dataset_extended,binclass,876,176,219,9,2,0.9452054794520548,0.9452054794520548,0.9174415682332244,0.9800201055541592,0.1501459240026645,68.86332058906555,0.6930298805236816,ok,,876,700,0,219,0.0899031981825828,21,1e-05,True,68.81883716583252,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_hybrid_upper c_source=test c_metric=standardized_l2 | upper_selection=f_hybrid_upper upper_final_epochs=10 rollback_gate=validation | upper_alpha=0.500000 reason=validation_best_accuracy | upper_shift_score=0.239718 actual_upper_final_epochs=10,30,1,epoch_chunk,accuracy,0.9147727272727272,0.9204545454545454,0.9147727272727272,0.9204545454545454,4,True,False,,f_hybrid_upper,test,standardized_l2,2.878374961963658,0.5347089781031634,,True,True,f_hybrid_upper,350,10,0.2397180494691039,0.5,validation_best_accuracy,20,1,,True
ibm-employee-performance,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/ibm-employee-performance,binclass,1176,236,294,30,2,1.0,1.0,1.0,1.0,2.3057364057800555e-06,122.95832204818726,0.6105971336364746,ok,,1176,940,0,294,5.932987221513031e-07,21,1e-05,True,122.85998296737672,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_hybrid_upper c_source=test c_metric=standardized_l2 | upper_selection=f_hybrid_upper upper_final_epochs=10 rollback_gate=validation | upper_alpha=0.000000 reason=validation_best_accuracy | upper_shift_score=0.267795 actual_upper_final_epochs=10,30,1,epoch_chunk,accuracy,1.0,1.0,1.0,1.0,0,True,False,,f_hybrid_upper,test,standardized_l2,5.469358539895286,0.77450229309397,,True,True,f_hybrid_upper,470,10,0.2677950361654999,0.0,validation_best_accuracy,20,1,,True
mice_protein_expression,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/mice_protein_expression,multiclass,864,173,216,75,8,1.0,1.0,1.0,1.0,1.6068522330736386e-06,83.27148103713989,0.903783082962036,ok,,864,691,0,216,7.95230153016746e-06,23,1e-05,True,83.11398720741272,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_hybrid_upper c_source=test c_metric=standardized_l2 | upper_selection=f_hybrid_upper upper_final_epochs=10 rollback_gate=validation | upper_alpha=0.000000 reason=validation_best_accuracy | upper_shift_score=0.161224 actual_upper_final_epochs=8,30,1,epoch_chunk,accuracy,1.0,1.0,1.0,1.0,0,True,False,,f_hybrid_upper,test,standardized_l2,8.564216685691074,1.9658683090038889,,True,True,f_hybrid_upper,346,8,0.1612237488188386,0.0,validation_best_accuracy,22,1,,True
one-hundred-plants-shape,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/one-hundred-plants-shape,multiclass,1280,256,320,64,100,0.840625,0.8301463293650793,0.8383333333333333,0.9961034520624524,0.5680515309917483,1.344956398010254,6.9967873096466064,ok,,1280,1024,0,320,,0,1e-05,False,0.6621482372283936,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_hybrid_upper c_source=test c_metric=standardized_l2 | upper_selection=f_hybrid_upper upper_final_epochs=10 rollback_gate=validation | TTT training skipped because n_classes=100 exceeds model max_classes=10,0,0,epoch_chunk,,,,,,0,False,False,,f_hybrid_upper,test,standardized_l2,,,,True,False,,0,0,,,,0,0,,False
pc1,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/pc1,binclass,887,178,222,21,2,0.9369369369369368,0.9295045045045044,0.6570048309178744,0.8919484702093399,0.1585650251486796,78.69493579864502,0.8893883228302002,ok,,887,709,0,222,0.2460368201136589,23,1e-05,True,78.62866830825806,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_hybrid_upper c_source=test c_metric=standardized_l2 | upper_selection=f_hybrid_upper upper_final_epochs=10 rollback_gate=validation | upper_alpha=1.000000 reason=validation_best_accuracy | upper_shift_score=0.018350 actual_upper_final_epochs=8,30,1,epoch_chunk,accuracy,0.9325842696629212,0.9606741573033708,0.9325842696629212,0.9606741573033708,5,True,False,,f_hybrid_upper,test,standardized_l2,3.2565634181487426,5.472303530069272,,True,True,f_hybrid_upper,355,8,0.0183498263397211,1.0,validation_best_accuracy,22,1,,True
pc4,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/pc4,binclass,1166,234,292,37,2,0.910958904109589,0.9074272635916472,0.7582465277777778,0.9613715277777776,0.1925118366483574,133.3132405281067,0.6983749866485596,ok,,1166,932,0,292,0.1729914769530296,23,1e-05,True,133.2157964706421,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_hybrid_upper c_source=test c_metric=standardized_l2 | upper_selection=f_hybrid_upper upper_final_epochs=10 rollback_gate=validation | upper_alpha=0.750000 reason=validation_best_accuracy | upper_shift_score=0.032961 actual_upper_final_epochs=8,30,1,epoch_chunk,accuracy,0.9188034188034188,0.9230769230769232,0.9188034188034188,0.9230769230769232,4,True,False,,f_hybrid_upper,test,standardized_l2,5.565616669755688,3.544781346006945,,True,True,f_hybrid_upper,466,8,0.0329610693010516,0.75,validation_best_accuracy,22,1,,True
sports_articles_for_objectivity_analysis,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/sports_articles_for_objectivity_analysis,binclass,800,160,200,59,2,0.845,0.8419021663172606,0.8167943048214863,0.8949412145399632,0.3955927970340074,73.77633047103882,1.3909177780151367,ok,,800,640,0,200,0.5196709036827087,23,1e-05,True,73.62704396247864,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_hybrid_upper c_source=test c_metric=standardized_l2 | upper_selection=f_hybrid_upper upper_final_epochs=10 rollback_gate=validation | upper_alpha=0.000000 reason=validation_best_accuracy | upper_shift_score=0.089048 actual_upper_final_epochs=8,30,1,epoch_chunk,accuracy,0.8375,0.8375,0.8375,0.8375,0,True,False,,f_hybrid_upper,test,standardized_l2,7.139751395191581,2.6681166688289157,,True,True,f_hybrid_upper,320,8,0.0890477674667063,0.0,validation_best_accuracy,22,1,,True
steel_plates_faults,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/steel_plates_faults,multiclass,1552,311,389,27,7,0.8508997429305912,0.8507314237288653,0.8920140045140046,0.9820713215298628,0.3678682242559558,219.75109934806824,0.7562079429626465,ok,,1552,1241,0,389,0.5059670507907867,23,1e-05,True,219.65893244743347,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_hybrid_upper c_source=test c_metric=standardized_l2 | upper_selection=f_hybrid_upper upper_final_epochs=10 rollback_gate=validation | upper_alpha=0.500000 reason=validation_best_accuracy | upper_shift_score=0.117420 actual_upper_final_epochs=8,30,1,epoch_chunk,accuracy,0.8167202572347267,0.8263665594855305,0.8167202572347267,0.8263665594855305,2,True,False,,f_hybrid_upper,test,standardized_l2,5.804814268091588,2.0080992473400703,,True,True,f_hybrid_upper,621,8,0.1174203978370157,0.5,validation_best_accuracy,22,1,,True
vehicle,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/vehicle,multiclass,676,136,170,18,4,0.8764705882352941,0.87399709513435,0.8766233766233766,0.9748813469516596,0.2565554441135522,49.74945068359375,0.6751201152801514,ok,,676,540,0,170,0.4502419829368591,23,1e-05,True,49.69263195991516,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_hybrid_upper c_source=test c_metric=standardized_l2 | upper_selection=f_hybrid_upper upper_final_epochs=10 rollback_gate=validation | upper_alpha=0.000000 reason=validation_best_accuracy | upper_shift_score=0.107798 actual_upper_final_epochs=8,30,1,epoch_chunk,accuracy,0.9044117647058824,0.9044117647058824,0.9044117647058824,0.9044117647058824,0,True,False,,f_hybrid_upper,test,standardized_l2,3.9511552829892103,0.962205865716065,,True,True,f_hybrid_upper,270,8,0.1077984622064835,0.0,validation_best_accuracy,22,1,,True
wine-quality-red,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/wine-quality-red,multiclass,1279,256,320,4,6,0.678125,0.663384418031565,0.391860702614379,0.8458629319575711,0.8159739935413587,145.87226605415344,0.3916914463043213,ok,,1279,1023,0,320,0.880100816488266,23,1e-05,True,145.83997750282288,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_hybrid_upper c_source=test c_metric=standardized_l2 | upper_selection=f_hybrid_upper upper_final_epochs=10 rollback_gate=validation | upper_alpha=1.000000 reason=validation_best_accuracy | upper_shift_score=0.100979 actual_upper_final_epochs=8,30,1,epoch_chunk,accuracy,0.6484375,0.671875,0.6484375,0.671875,9,True,False,,f_hybrid_upper,test,standardized_l2,1.8937471630778868,0.4439027083984621,,True,True,f_hybrid_upper,512,8,0.1009790521594369,1.0,validation_best_accuracy,22,1,,True
Basketball_c,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/Basketball_c,binclass,1072,215,268,11,2,0.7014925373134329,0.6996191714905836,0.6777699031419797,0.7436806047720291,0.578142398832161,116.65598225593568,0.4470441341400146,ok,,1072,857,0,268,0.6075625419616699,23,1e-05,True,116.59746599197388,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_hybrid_upper c_source=test c_metric=standardized_l2 | upper_selection=f_hybrid_upper upper_final_epochs=10 rollback_gate=validation | upper_alpha=0.000000 reason=validation_best_accuracy | upper_shift_score=0.126251 actual_upper_final_epochs=8,30,1,epoch_chunk,accuracy,0.7581395348837209,0.7581395348837209,0.7581395348837209,0.7581395348837209,0,True,False,,f_hybrid_upper,test,standardized_l2,3.1828609431425527,0.68804384683153,,True,True,f_hybrid_upper,429,8,0.1262506678210297,0.0,validation_best_accuracy,22,1,,True
FOREX_audcad-day-High,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/FOREX_audcad-day-High,binclass,1467,294,367,10,2,0.7520435967302452,0.7519514805828373,0.7518119170676647,0.8337343313728985,0.5040584215061394,197.83473229408264,0.5108339786529541,ok,,1467,1173,0,367,0.6159133911132812,23,1e-05,True,197.79227232933044,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_hybrid_upper c_source=test c_metric=standardized_l2 | upper_selection=f_hybrid_upper upper_final_epochs=10 rollback_gate=validation | upper_alpha=1.000000 reason=validation_best_accuracy | upper_shift_score=0.096436 actual_upper_final_epochs=8,30,1,epoch_chunk,accuracy,0.7108843537414966,0.7210884353741497,0.7108843537414966,0.7210884353741497,9,True,False,,f_hybrid_upper,test,standardized_l2,2.8614917425669155,0.8979250570369678,,True,True,f_hybrid_upper,587,8,0.0964355221750293,1.0,validation_best_accuracy,22,1,,True
FOREX_audjpy-day-High,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/FOREX_audjpy-day-High,binclass,1465,293,367,10,2,0.7874659400544959,0.7871334795888758,0.7864574044349325,0.8559687295642352,0.4746308477656318,198.8488931655884,0.515864372253418,ok,,1465,1172,0,367,0.6067489981651306,23,1e-05,True,198.80889678001404,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_hybrid_upper c_source=test c_metric=standardized_l2 | upper_selection=f_hybrid_upper upper_final_epochs=10 rollback_gate=validation | upper_alpha=0.000000 reason=validation_best_accuracy | upper_shift_score=0.109503 actual_upper_final_epochs=8,30,1,epoch_chunk,accuracy,0.7508532423208191,0.7508532423208191,0.7508532423208191,0.7508532423208191,0,True,False,,f_hybrid_upper,test,standardized_l2,2.8691434122780013,0.8520374620897708,,True,True,f_hybrid_upper,586,8,0.109503156036188,0.0,validation_best_accuracy,22,1,,True
