model,comparison,left_method,right_method,dataset_name,stage,metric,left_value,right_value,delta
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0032_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0033_seed42,stage2,balanced_accuracy,0.7692219536216314,0.7452914316411495,0.023930521980481845
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0034_seed42,stage2,balanced_accuracy,0.9953051643192488,0.9953051643192488,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0035_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0036_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0037_seed42,stage2,balanced_accuracy,0.3648236529812798,0.3581304192459713,0.006693233735308501
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0038_seed42,stage2,balanced_accuracy,0.7935680048759962,0.7883125371293571,0.0052554677466390975
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0039_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0040_seed42,stage2,balanced_accuracy,0.6256742179072275,0.6256742179072275,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0041_seed42,stage2,balanced_accuracy,0.9815122377622376,0.9815122377622376,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0042_seed42,stage2,balanced_accuracy,0.7935416627662135,0.8033948980760022,-0.009853235309788655
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0043_seed42,stage2,balanced_accuracy,0.9848484848484848,0.9848484848484848,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0044_seed42,stage2,balanced_accuracy,0.8888888888888888,0.8888888888888888,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0045_seed42,stage2,balanced_accuracy,0.5753214333002844,0.5886867604514016,-0.013365327151117157
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0046_seed42,stage2,balanced_accuracy,0.8463530462914186,0.8488059196672701,-0.0024528733758515386
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0047_seed42,stage2,balanced_accuracy,0.550453514739229,0.550453514739229,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0048_seed42,stage2,balanced_accuracy,0.6030807522035593,0.5945381186609257,0.008542633542633626
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0049_seed42,stage2,balanced_accuracy,0.1248311866319969,0.1295075688859325,-0.004676382253935615
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0050_seed42,stage2,balanced_accuracy,0.9957805907172996,0.9957805907172996,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0051_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0052_seed42,stage2,balanced_accuracy,0.8393910256410256,0.8393910256410256,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0053_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0054_seed42,stage2,balanced_accuracy,0.6918238993710691,0.6918238993710691,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0055_seed42,stage2,balanced_accuracy,0.5370802787582587,0.5370802787582587,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0056_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0057_seed42,stage2,balanced_accuracy,0.8290729181365454,0.8482154021614416,-0.019142484024896267
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0058_seed42,stage2,balanced_accuracy,0.665872754358464,0.6695806210142149,-0.0037078666557508466
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0059_seed42,stage2,balanced_accuracy,0.8381881417007652,0.8361673334230963,0.0020208082776688174
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0060_seed42,stage2,balanced_accuracy,0.5,0.5,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0061_seed42,stage2,balanced_accuracy,0.8481948985924708,0.861797502627037,-0.013602604034566257
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0062_seed42,stage2,balanced_accuracy,0.3400680663407152,0.3400680663407152,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0063_seed42,stage2,balanced_accuracy,0.503909632034632,0.5052083333333334,-0.0012987012987013546
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0064_seed42,stage2,balanced_accuracy,0.9585342589666634,0.9669306266005666,-0.008396367633903168
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0065_seed42,stage2,balanced_accuracy,0.427921906926267,0.4555877025763122,-0.027665795650045177
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0066_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0067_seed42,stage2,balanced_accuracy,0.4354601470880541,0.4342907308023587,0.0011694162856953905
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0068_seed42,stage2,balanced_accuracy,0.6255768240102576,0.5978746583150321,0.027702165695225545
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0069_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0070_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0071_seed42,stage2,balanced_accuracy,0.9972363945578232,0.9972363945578232,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0072_seed42,stage2,balanced_accuracy,0.8934837092731829,0.9022556390977444,-0.008771929824561542
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0073_seed42,stage2,balanced_accuracy,0.8690435233819398,0.8633754626291333,0.005668060752806459
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0074_seed42,stage2,balanced_accuracy,0.8888888888888888,0.9047619047619048,-0.015873015873015928
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0075_seed42,stage2,balanced_accuracy,0.8550918473629391,0.8550918473629391,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0076_seed42,stage2,balanced_accuracy,0.6131266804380615,0.5631012689356679,0.05002541150239359
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0077_seed42,stage2,balanced_accuracy,0.9945040440583588,0.994963602881888,-0.00045955882352921584
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0078_seed42,stage2,balanced_accuracy,0.4224911651204059,0.4177137034568376,0.004777461663568294
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0079_seed42,stage2,balanced_accuracy,0.389751878915897,0.3486310376673252,0.04112084124857179
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0080_seed42,stage2,balanced_accuracy,0.2613453346150549,0.2555197626344911,0.005825571980563771
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0081_seed42,stage2,balanced_accuracy,0.9904761904761904,0.9904761904761904,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0082_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0083_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0084_seed42,stage2,balanced_accuracy,0.9487179487179488,0.9615384615384616,-0.012820512820512775
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0085_seed42,stage2,balanced_accuracy,0.9294819078947368,0.9294819078947368,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0086_seed42,stage2,balanced_accuracy,0.4845083614201074,0.4833667901626592,0.0011415712574481818
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0087_seed42,stage2,balanced_accuracy,0.6943434343434344,0.7042424242424243,-0.009898989898989963
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0088_seed42,stage2,balanced_accuracy,0.8382677405344777,0.8264803002809334,0.011787440253544279
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0089_seed42,stage2,balanced_accuracy,0.4709677419354838,0.4709677419354838,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0090_seed42,stage2,balanced_accuracy,0.4073041969405711,0.4135509204339408,-0.0062467234933697435
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0091_seed42,stage2,balanced_accuracy,0.9545515002339608,0.9611508791159484,-0.006599378881987583
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0092_seed42,stage2,balanced_accuracy,0.4386708529565672,0.4373888016745159,0.001282051282051333
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0093_seed42,stage2,balanced_accuracy,0.945993179880648,0.8557971014492755,0.09019607843137256
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0094_seed42,stage2,balanced_accuracy,0.9564064407814408,0.9586385836385836,-0.0022321428571427937
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0095_seed42,stage2,balanced_accuracy,0.9765625,0.9765625,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0096_seed42,stage2,balanced_accuracy,0.9001576564189996,0.8984032704540871,0.0017543859649125082
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0097_seed42,stage2,balanced_accuracy,0.397336014948244,0.4028343195332359,-0.005498304584991898
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0098_seed42,stage2,balanced_accuracy,0.7220645650954357,0.7029499975249287,0.019114567570507
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0099_seed42,stage2,balanced_accuracy,0.7363573438246552,0.7363573438246552,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0100_seed42,stage2,balanced_accuracy,0.8949226479582659,0.8949226479582659,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0101_seed42,stage2,balanced_accuracy,0.988222743013047,0.988222743013047,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0102_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0103_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0104_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0105_seed42,stage2,balanced_accuracy,0.3047065700282735,0.3036860504111164,0.0010205196171571007
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0106_seed42,stage2,balanced_accuracy,0.2566955674373,0.2527660611612564,0.003929506276043604
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0107_seed42,stage2,balanced_accuracy,0.7788220551378446,0.7698934837092732,0.008928571428571397
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0108_seed42,stage2,balanced_accuracy,0.1647086466165413,0.1647086466165413,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0109_seed42,stage2,balanced_accuracy,0.1812555260831123,0.1812555260831123,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0110_seed42,stage2,balanced_accuracy,0.9864609974424552,0.9821131713554988,0.004347826086956386
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0111_seed42,stage2,balanced_accuracy,0.8,0.8,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0112_seed42,stage2,balanced_accuracy,0.9621318373071528,0.9621318373071528,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0113_seed42,stage2,balanced_accuracy,0.6650974025974026,0.6396103896103896,0.025487012987012947
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0114_seed42,stage2,balanced_accuracy,0.2751700680272108,0.2695578231292517,0.005612244897959084
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0115_seed42,stage2,balanced_accuracy,0.8515516448125144,0.8302553485162182,0.021296296296296258
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0116_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0117_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0118_seed42,stage2,balanced_accuracy,0.9511111111111112,0.9463492063492064,0.004761904761904856
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0119_seed42,stage2,balanced_accuracy,0.3479448021729633,0.3408019450301062,0.0071428571428571175
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0120_seed42,stage2,balanced_accuracy,0.998371335504886,0.998371335504886,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0121_seed42,stage2,balanced_accuracy,0.9747656904408316,0.9738078360347012,0.0009578544061303873
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0122_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0123_seed42,stage2,balanced_accuracy,0.424544002130209,0.4406936493143389,-0.016149647184129923
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0124_seed42,stage2,balanced_accuracy,0.9290043873152708,0.9376924261083744,-0.008688038793103647
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0125_seed42,stage2,balanced_accuracy,0.9319727891156464,0.95578231292517,-0.023809523809523614
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0126_seed42,stage2,balanced_accuracy,0.896969696969697,0.8914772727272727,0.005492424242424243
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0127_seed42,stage2,balanced_accuracy,0.5208791440231384,0.522668836186875,-0.0017896921637365892
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0128_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0129_seed42,stage2,balanced_accuracy,0.5937184097367163,0.5886094835751586,0.00510892616155767
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0130_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0131_seed42,stage2,balanced_accuracy,0.4778899942440724,0.492225917292537,-0.014335923048464594
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0132_seed42,stage2,balanced_accuracy,0.9768183135323096,0.9768183135323096,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0133_seed42,stage2,balanced_accuracy,0.2217639525877093,0.1974417741627398,0.024322178424969504
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0134_seed42,stage2,balanced_accuracy,0.4615384615384615,0.4615384615384615,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0135_seed42,stage2,balanced_accuracy,0.3168285203168924,0.3012714030155891,0.015557117301303325
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0136_seed42,stage2,balanced_accuracy,0.304069264069264,0.2908946608946609,0.013174603174603117
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0137_seed42,stage2,balanced_accuracy,0.8947353850449198,0.8828853098989949,0.011850075145924843
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0138_seed42,stage2,balanced_accuracy,0.3555187773410148,0.3663219705635628,-0.010803193222548024
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0139_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0140_seed42,stage2,balanced_accuracy,0.7818450783477325,0.7795334256170128,0.00231165273071976
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0141_seed42,stage2,balanced_accuracy,0.9257295941632466,0.9208276333789328,0.004901960784313819
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0142_seed42,stage2,balanced_accuracy,0.9610330028118989,0.9592416506339104,0.0017913521779884256
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0143_seed42,stage2,balanced_accuracy,0.9896232439335888,0.9940400170285228,-0.004416773094934046
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0144_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0145_seed42,stage2,balanced_accuracy,0.25,0.25,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0146_seed42,stage2,balanced_accuracy,0.8693825567355408,0.8637936307552131,0.005588925980327675
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0147_seed42,stage2,balanced_accuracy,0.9100699750327748,0.9154788446604374,-0.005408869627662627
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0148_seed42,stage2,balanced_accuracy,0.5796286702528679,0.5796286702528679,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0149_seed42,stage2,balanced_accuracy,0.9598798813143932,0.9598798813143932,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0150_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0151_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0152_seed42,stage2,balanced_accuracy,0.9497659068232404,0.9542175147747332,-0.0044516079514927975
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0153_seed42,stage2,balanced_accuracy,0.3907513852208586,0.3860079747294287,0.0047434104914299
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0154_seed42,stage2,balanced_accuracy,0.4318821681629299,0.4247248232795731,0.0071573448833567865
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0155_seed42,stage2,balanced_accuracy,0.7969871556302531,0.7975369274150508,-0.000549771784797648
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0156_seed42,stage2,balanced_accuracy,0.9916934778069731,0.989907579975747,0.0017858978312261797
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0157_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0158_seed42,stage2,balanced_accuracy,0.3542208684984242,0.3449616092391649,0.0092592592592593
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0159_seed42,stage2,balanced_accuracy,0.250719295090811,0.2583395432162345,-0.007620248125423501
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0160_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0161_seed42,stage2,balanced_accuracy,0.768,0.768,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0162_seed42,stage2,balanced_accuracy,0.9953476655415492,0.9955460960348228,-0.00019843049327361584
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0163_seed42,stage2,balanced_accuracy,1.0,0.998531571218796,0.001468428781204012
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0164_seed42,stage2,balanced_accuracy,0.2968228031953522,0.3164987291212781,-0.019675925925925875
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0165_seed42,stage2,balanced_accuracy,0.6682692307692308,0.6394230769230769,0.028846153846153966
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0166_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0167_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0168_seed42,stage2,balanced_accuracy,0.6824001053130143,0.677880331301715,0.004519774011299327
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0169_seed42,stage2,balanced_accuracy,0.9866714888782636,0.9866714888782636,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage2_graph_scm_0170_seed42,stage2,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0000_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0001_seed42,stage3,balanced_accuracy,0.4764318952218569,0.4677921893395039,0.008639705882353022
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0002_seed42,stage3,balanced_accuracy,0.7991380764801244,0.77472730206935,0.024410774410774327
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0003_seed42,stage3,balanced_accuracy,0.4117882117882118,0.4046453546453546,0.007142857142857173
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0004_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0005_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0006_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0007_seed42,stage3,balanced_accuracy,0.1652337206191521,0.1981587561844596,-0.032925035565307514
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0008_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0009_seed42,stage3,balanced_accuracy,0.1111111111111111,0.1111111111111111,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0010_seed42,stage3,balanced_accuracy,0.75,0.75,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0011_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0012_seed42,stage3,balanced_accuracy,0.623249299719888,0.6311858076563959,-0.007936507936507908
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0013_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0014_seed42,stage3,balanced_accuracy,0.7176844024848322,0.7173299165086939,0.0003544859761382968
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0015_seed42,stage3,balanced_accuracy,0.6380308248895297,0.6331090552284834,0.0049217696610462935
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0016_seed42,stage3,balanced_accuracy,0.6566200512548604,0.6878007488343517,-0.031180697579491268
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0017_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0018_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0019_seed42,stage3,balanced_accuracy,0.6541212121212121,0.6561212121212121,-0.0020000000000000018
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0020_seed42,stage3,balanced_accuracy,0.3487292033327839,0.3483849184616448,0.0003442848711390778
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0021_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0022_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0023_seed42,stage3,balanced_accuracy,0.678259640379996,0.6749725597059457,0.003287080674050258
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0024_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0025_seed42,stage3,balanced_accuracy,0.9974226804123713,0.9974226804123713,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0026_seed42,stage3,balanced_accuracy,0.8906887395762904,0.8906887395762904,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0027_seed42,stage3,balanced_accuracy,0.7695140531700954,0.6738245919985376,0.09568946117155774
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0028_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0029_seed42,stage3,balanced_accuracy,0.789092551530188,0.7949887779452823,-0.005896226415094352
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0030_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0031_seed42,stage3,balanced_accuracy,0.4574935047210398,0.4740227462856559,-0.016529241564616104
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0032_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0033_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0034_seed42,stage3,balanced_accuracy,0.8736478661214386,0.8796002470738197,-0.005952380952381042
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0035_seed42,stage3,balanced_accuracy,0.3882054051596437,0.410201567590915,-0.021996162431271282
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0036_seed42,stage3,balanced_accuracy,0.3734737484737485,0.3710012210012209,0.0024725274725275748
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0037_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0038_seed42,stage3,balanced_accuracy,0.946967418546366,0.9541102756892232,-0.0071428571428572285
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0039_seed42,stage3,balanced_accuracy,0.5,0.5,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0040_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0041_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0042_seed42,stage3,balanced_accuracy,0.6705851490278552,0.7140705937537676,-0.043485444725912425
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0043_seed42,stage3,balanced_accuracy,0.9981320958468318,0.9975410792983684,0.0005910165484633856
tabpfn-v3,ft_minus_infer,ft,infer,stage3_graph_scm_0044_seed42,stage3,balanced_accuracy,1.0,1.0,0.0
