model,comparison,left_method,right_method,dataset_name,stage,metric,left_value,right_value,delta
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0021_seed42,stage2,accuracy,0.6416382252559727,0.6382252559726962,0.0034129692832765013
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0022_seed42,stage2,accuracy,0.6415633937082936,0.6453765490943756,-0.0038131553860819567
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0023_seed42,stage2,accuracy,0.9926160337552743,0.9926160337552744,-1.1102230246251565e-16
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0024_seed42,stage2,accuracy,0.2619047619047619,0.2555555555555555,0.006349206349206438
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0025_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0026_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0027_seed42,stage2,accuracy,0.9897959183673469,0.9897959183673468,1.1102230246251565e-16
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0028_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0029_seed42,stage2,accuracy,0.9783352337514253,0.9783352337514252,1.1102230246251565e-16
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0030_seed42,stage2,accuracy,0.6967213114754098,0.6967213114754098,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0031_seed42,stage2,accuracy,0.9977851605758582,0.9977851605758582,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0032_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0033_seed42,stage2,accuracy,0.8787878787878788,0.8787878787878788,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0034_seed42,stage2,accuracy,0.9971264367816092,0.9971264367816092,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0035_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0036_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0037_seed42,stage2,accuracy,0.382903981264637,0.3811475409836065,0.0017564402810305024
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0038_seed42,stage2,accuracy,0.8238993710691824,0.8197064989517819,0.004192872117400492
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0039_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0040_seed42,stage2,accuracy,0.8486140724946695,0.8486140724946695,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0041_seed42,stage2,accuracy,0.9766081871345029,0.9766081871345028,1.1102230246251565e-16
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0042_seed42,stage2,accuracy,0.8594594594594595,0.8594594594594595,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0043_seed42,stage2,accuracy,0.991869918699187,0.991869918699187,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0044_seed42,stage2,accuracy,0.9675925925925926,0.9675925925925926,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0045_seed42,stage2,accuracy,0.6228070175438597,0.6228070175438597,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0046_seed42,stage2,accuracy,0.9145907473309609,0.9145907473309608,1.1102230246251565e-16
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0047_seed42,stage2,accuracy,0.7692307692307693,0.7692307692307693,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0048_seed42,stage2,accuracy,0.6772727272727272,0.6772727272727272,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0049_seed42,stage2,accuracy,0.8715151515151515,0.8715151515151515,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0050_seed42,stage2,accuracy,0.9949238578680203,0.9949238578680204,-1.1102230246251565e-16
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0051_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0052_seed42,stage2,accuracy,0.8941176470588236,0.8941176470588236,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0053_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0054_seed42,stage2,accuracy,0.9423529411764706,0.9423529411764706,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0055_seed42,stage2,accuracy,0.8556085918854416,0.8556085918854416,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0056_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0057_seed42,stage2,accuracy,0.8490028490028491,0.8490028490028491,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0058_seed42,stage2,accuracy,0.6972624798711755,0.6940418679549114,0.0032206119162641045
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0059_seed42,stage2,accuracy,0.8491379310344828,0.8491379310344828,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0060_seed42,stage2,accuracy,0.7425287356321839,0.7425287356321839,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0061_seed42,stage2,accuracy,0.9438339438339438,0.9352869352869352,0.008547008547008628
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0062_seed42,stage2,accuracy,0.6431095406360424,0.6501766784452296,-0.007067137809187218
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0063_seed42,stage2,accuracy,0.817047817047817,0.8128898128898129,0.004158004158004158
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0064_seed42,stage2,accuracy,0.9636075949367089,0.9620253164556962,0.0015822784810126667
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0065_seed42,stage2,accuracy,0.594059405940594,0.594059405940594,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0066_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0067_seed42,stage2,accuracy,0.5175879396984925,0.5175879396984925,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0068_seed42,stage2,accuracy,0.8080517613227893,0.8080517613227893,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0069_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0070_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0071_seed42,stage2,accuracy,0.9969262295081968,0.9969262295081968,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0072_seed42,stage2,accuracy,0.9294117647058824,0.9294117647058824,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0073_seed42,stage2,accuracy,0.9120458891013384,0.9120458891013384,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0074_seed42,stage2,accuracy,0.9047619047619048,0.9047619047619048,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0075_seed42,stage2,accuracy,0.8737373737373737,0.8737373737373737,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0076_seed42,stage2,accuracy,0.7947019867549668,0.7947019867549668,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0077_seed42,stage2,accuracy,0.9932998324958124,0.9932998324958124,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0078_seed42,stage2,accuracy,0.5494853523357086,0.5494853523357086,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0079_seed42,stage2,accuracy,0.6625766871165644,0.6625766871165644,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0080_seed42,stage2,accuracy,0.4222781623662681,0.4222781623662681,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0081_seed42,stage2,accuracy,0.9954337899543378,0.9954337899543378,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0082_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0083_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0084_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0085_seed42,stage2,accuracy,0.9866863905325444,0.9866863905325444,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0086_seed42,stage2,accuracy,0.513217279174726,0.5138620245003224,-0.0006447453255963298
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0087_seed42,stage2,accuracy,0.8467741935483871,0.8467741935483871,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0088_seed42,stage2,accuracy,0.9284692417739628,0.9341917024320456,-0.005722460658082795
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0089_seed42,stage2,accuracy,0.5116926503340757,0.5534521158129176,-0.041759465478841906
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0090_seed42,stage2,accuracy,0.4259077526987242,0.4052993130520118,0.02060843964671244
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0091_seed42,stage2,accuracy,0.9823788546255506,0.9823788546255506,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0092_seed42,stage2,accuracy,0.7917329093799682,0.8012718600953895,-0.009538950715421324
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0093_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0094_seed42,stage2,accuracy,0.9603174603174603,0.9603174603174603,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0095_seed42,stage2,accuracy,0.9798657718120806,0.9798657718120806,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0096_seed42,stage2,accuracy,0.9754816112084063,0.9754816112084064,-1.1102230246251565e-16
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0097_seed42,stage2,accuracy,0.4195804195804196,0.4195804195804196,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0098_seed42,stage2,accuracy,0.7439490445859872,0.7439490445859872,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0099_seed42,stage2,accuracy,0.7311827956989247,0.7311827956989247,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0100_seed42,stage2,accuracy,0.9623287671232876,0.9623287671232876,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0101_seed42,stage2,accuracy,0.9940828402366864,0.9940828402366864,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0102_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0103_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0104_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0105_seed42,stage2,accuracy,0.4868871151653364,0.4743443557582668,0.012542759407069615
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0106_seed42,stage2,accuracy,0.2599009900990099,0.2599009900990099,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0107_seed42,stage2,accuracy,0.7876106194690266,0.7876106194690266,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0108_seed42,stage2,accuracy,0.3103448275862069,0.3189655172413793,-0.008620689655172376
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0109_seed42,stage2,accuracy,0.37337662337662336,0.3733766233766233,5.551115123125783e-17
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0110_seed42,stage2,accuracy,0.9875776397515528,0.9875776397515528,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0111_seed42,stage2,accuracy,0.8406593406593407,0.8406593406593407,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0112_seed42,stage2,accuracy,0.961038961038961,0.961038961038961,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0113_seed42,stage2,accuracy,0.6923076923076923,0.6923076923076923,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0114_seed42,stage2,accuracy,0.30612244897959184,0.3061224489795918,5.551115123125783e-17
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0115_seed42,stage2,accuracy,0.9346733668341709,0.9346733668341708,1.1102230246251565e-16
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0116_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0117_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0118_seed42,stage2,accuracy,0.9575757575757575,0.9575757575757576,-1.1102230246251565e-16
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0119_seed42,stage2,accuracy,0.41975308641975306,0.419753086419753,5.551115123125783e-17
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0120_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0121_seed42,stage2,accuracy,0.9814432989690721,0.979381443298969,0.0020618556701030855
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0122_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0123_seed42,stage2,accuracy,0.5752212389380531,0.5752212389380531,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0124_seed42,stage2,accuracy,0.9481037924151696,0.9481037924151696,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0125_seed42,stage2,accuracy,0.9716981132075472,0.9716981132075472,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0126_seed42,stage2,accuracy,0.9369369369369369,0.9369369369369368,1.1102230246251565e-16
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0127_seed42,stage2,accuracy,0.5683060109289617,0.5683060109289617,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0128_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0129_seed42,stage2,accuracy,0.7213114754098361,0.7213114754098361,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0130_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0131_seed42,stage2,accuracy,0.7164804469273743,0.7192737430167597,-0.0027932960893853886
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0132_seed42,stage2,accuracy,0.9696969696969697,0.9696969696969696,1.1102230246251565e-16
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0133_seed42,stage2,accuracy,0.46474358974358976,0.4647435897435897,5.551115123125783e-17
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0134_seed42,stage2,accuracy,0.8595744680851064,0.8595744680851064,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0135_seed42,stage2,accuracy,0.5233644859813084,0.5233644859813084,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0136_seed42,stage2,accuracy,0.4,0.4,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0137_seed42,stage2,accuracy,0.9344729344729344,0.928062678062678,0.0064102564102564985
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0138_seed42,stage2,accuracy,0.3704663212435233,0.3730569948186528,-0.0025906735751294874
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0139_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0140_seed42,stage2,accuracy,0.8217054263565892,0.8227390180878553,-0.001033591731266159
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0141_seed42,stage2,accuracy,0.9429347826086957,0.9429347826086956,1.1102230246251565e-16
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0142_seed42,stage2,accuracy,0.9566929133858267,0.9553805774278216,0.001312335958005173
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0143_seed42,stage2,accuracy,0.9938524590163934,0.9938524590163934,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0144_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0145_seed42,stage2,accuracy,0.7983870967741935,0.7983870967741935,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0146_seed42,stage2,accuracy,0.9014634146341464,0.904390243902439,-0.0029268292682926855
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0147_seed42,stage2,accuracy,0.9423076923076923,0.9423076923076924,-1.1102230246251565e-16
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0148_seed42,stage2,accuracy,0.6215384615384615,0.6184615384615385,0.003076923076922977
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0149_seed42,stage2,accuracy,0.9739397036280021,0.973939703628002,1.1102230246251565e-16
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0150_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0151_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0152_seed42,stage2,accuracy,0.9706959706959707,0.9706959706959708,-1.1102230246251565e-16
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0153_seed42,stage2,accuracy,0.5391923990498813,0.5106888361045131,0.028503562945368155
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0154_seed42,stage2,accuracy,0.5718884120171673,0.5633047210300429,0.008583690987124415
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0155_seed42,stage2,accuracy,0.8376923076923077,0.8353846153846154,0.002307692307692344
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0156_seed42,stage2,accuracy,0.9950811608460404,0.9950811608460404,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0157_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0158_seed42,stage2,accuracy,0.609375,0.6041666666666666,0.00520833333333337
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0159_seed42,stage2,accuracy,0.3851508120649652,0.3874709976798144,-0.0023201856148492017
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0160_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0161_seed42,stage2,accuracy,0.6898395721925134,0.6898395721925134,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0162_seed42,stage2,accuracy,0.9990248659190639,0.999024865919064,-1.1102230246251565e-16
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0163_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0164_seed42,stage2,accuracy,0.3728813559322034,0.3728813559322034,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0165_seed42,stage2,accuracy,0.7071428571428572,0.7071428571428572,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0166_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0167_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0168_seed42,stage2,accuracy,0.7840152235965747,0.7840152235965747,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0169_seed42,stage2,accuracy,0.9855421686746988,0.9855421686746988,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage2_graph_scm_0170_seed42,stage2,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0000_seed42,stage3,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0001_seed42,stage3,accuracy,0.5838509316770186,0.5838509316770186,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0002_seed42,stage3,accuracy,0.9277777777777778,0.9277777777777778,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0003_seed42,stage3,accuracy,0.38317757009345793,0.3831775700934579,5.551115123125783e-17
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0004_seed42,stage3,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0005_seed42,stage3,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0006_seed42,stage3,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0007_seed42,stage3,accuracy,0.2275744680851064,0.2226382978723404,0.004936170212765989
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0008_seed42,stage3,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0009_seed42,stage3,accuracy,0.5456125997136428,0.5456125997136428,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0010_seed42,stage3,accuracy,0.9333333333333333,0.9333333333333332,1.1102230246251565e-16
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0011_seed42,stage3,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0012_seed42,stage3,accuracy,0.825,0.825,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0013_seed42,stage3,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0014_seed42,stage3,accuracy,0.7421307506053268,0.7312348668280871,0.010895883777239712
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0015_seed42,stage3,accuracy,0.7085852478839177,0.7085852478839177,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0016_seed42,stage3,accuracy,0.7464788732394366,0.7464788732394366,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0017_seed42,stage3,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0018_seed42,stage3,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0019_seed42,stage3,accuracy,0.7239263803680982,0.7239263803680982,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0020_seed42,stage3,accuracy,0.47101449275362317,0.4710144927536231,5.551115123125783e-17
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0021_seed42,stage3,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0022_seed42,stage3,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0023_seed42,stage3,accuracy,0.7775853775853776,0.7768157768157768,0.0007696007696007534
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0024_seed42,stage3,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0025_seed42,stage3,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0026_seed42,stage3,accuracy,0.9052287581699346,0.9052287581699346,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0027_seed42,stage3,accuracy,0.967948717948718,0.967948717948718,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0028_seed42,stage3,accuracy,1.0,1.0,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0029_seed42,stage3,accuracy,0.9290824261275272,0.9290824261275272,0.0
tabicl-v2,ft_minus_infer,ft,infer,stage3_graph_scm_0030_seed42,stage3,accuracy,1.0,1.0,0.0
