dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_wise_ft,ttt_wise_alpha,ttt_wise_applied,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
OpenML-ID-1462,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1462,binclass,1097,220,275,4,2,1.0,1.0,1.0,1.0,3.3301359055421487e-06,2.968146324157715,0.165149450302124,ok,,1097,877,0,275,2.3511478275395348e-06,True,0.1,True,8,1e-05,True,2.942387104034424,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=1372<2000,30,1,epoch_chunk,accuracy,1.0,1.0,1.0,1.0,0,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-1464,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1464,binclass,598,120,150,4,2,0.7866666666666666,0.7631850117096018,0.631578947368421,0.7948343079922027,0.4477938966886206,2.576502084732056,0.2161047458648681,ok,,598,478,0,150,0.4605043083429336,True,0.1,True,8,1e-05,True,2.551433801651001,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=748<2000,30,1,epoch_chunk,accuracy,0.8,0.8,0.8,0.8,0,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-1468,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1468,multiclass,864,173,216,856,9,0.949074074074074,0.9489353241553584,0.9490740740740742,0.9979263117283952,0.1891310036573621,86.29934120178223,7.607601165771484,ok,,864,691,0,216,0.2111215144395828,True,0.1,True,17,1e-05,True,84.22183418273926,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=1080<2000,30,1,epoch_chunk,accuracy,0.9364161849710982,0.953757225433526,0.9364161849710982,0.953757225433526,9,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-1475,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1475,multiclass,4894,979,1224,51,6,0.6470588235294118,0.630782571064426,0.5217448161880974,0.8606795781026553,1.0143795347828095,22.215073347091675,3.520164966583252,ok,,4894,3915,0,1224,1.0601918697357178,True,0.1,False,16,1e-05,True,21.847042322158813,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=6118>=2000,30,1,epoch_chunk,accuracy,0.6302349336057201,0.6373850868232891,0.6302349336057201,0.6373850868232891,8,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-1478,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1478,multiclass,8239,1648,2060,561,6,0.9980582524271844,0.9980580591258628,0.9981580602986424,0.9999983941486033,0.0040250859735298,25.033496856689453,84.8461902141571,ok,,8239,6591,0,2060,,True,0.1,False,0,1e-05,False,18.199617385864254,full_train_epoch_chunks,"full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=10299>=2000 | TTT OOM; used original model parameters for inference: OutOfMemoryError: CUDA out of memory. Tried to allocate 1.78 GiB. GPU 0 has a total capacity of 23.57 GiB of which 1.56 GiB is free. Process 20616 has 22.00 GiB memory in use. Of the allocated memory 20.72 GiB is allocated by PyTorch, and 981.34 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0,0,,,,,,,0,False,True,"TTT OOM; used original model parameters for inference: OutOfMemoryError: CUDA out of memory. Tried to allocate 1.78 GiB. GPU 0 has a total capacity of 23.57 GiB of which 1.56 GiB is free. Process 20616 has 22.00 GiB memory in use. Of the allocated memory 20.72 GiB is allocated by PyTorch, and 981.34 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",random,none,tabicl_encoded_l2,,,,True
OpenML-ID-1480,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1480,binclass,466,94,117,10,2,0.6666666666666666,0.6498143664245359,0.5566973777462793,0.7267895109851169,0.5255321042415582,2.825268507003784,0.42085862159729,ok,,466,372,0,117,0.555583655834198,True,0.1,True,8,1e-05,True,2.7957749366760254,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=583<2000,30,1,epoch_chunk,accuracy,0.7553191489361702,0.7553191489361702,0.7553191489361702,0.7553191489361702,0,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-1485,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1485,binclass,2080,416,520,500,2,0.9115384615384616,0.9115371529164632,0.9115384615384616,0.9651479289940827,0.2440040369929081,8.60750150680542,10.912623643875122,ok,,2080,1664,0,520,,True,0.1,False,0,1e-05,False,6.21018123626709,full_train_epoch_chunks,"full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=2600>=2000 | TTT OOM; used original model parameters for inference: OutOfMemoryError: CUDA out of memory. Tried to allocate 410.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 170.00 MiB is free. Process 20616 has 23.32 GiB memory in use. Of the allocated memory 22.14 GiB is allocated by PyTorch, and 866.38 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0,0,,,,,,,0,False,True,"TTT OOM; used original model parameters for inference: OutOfMemoryError: CUDA out of memory. Tried to allocate 410.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 170.00 MiB is free. Process 20616 has 23.32 GiB memory in use. Of the allocated memory 22.14 GiB is allocated by PyTorch, and 866.38 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",random,none,tabicl_encoded_l2,,,,True
OpenML-ID-1486,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1486,binclass,27572,5515,6893,118,2,0.9747569998549253,0.9748063740596916,0.9710543893385658,0.9969306439082792,0.0640970123217061,10.454512357711792,67.4184308052063,ok,,27572,22057,0,6893,,True,0.1,False,0,1e-05,False,7.672399759292602,full_train_epoch_chunks,"full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=34465>=2000 | TTT OOM; used original model parameters for inference: OutOfMemoryError: CUDA out of memory. Tried to allocate 298.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 84.00 MiB is free. Process 20616 has 23.41 GiB memory in use. Of the allocated memory 21.44 GiB is allocated by PyTorch, and 1.63 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0,0,,,,,,,0,False,True,"TTT OOM; used original model parameters for inference: OutOfMemoryError: CUDA out of memory. Tried to allocate 298.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 84.00 MiB is free. Process 20616 has 23.41 GiB memory in use. Of the allocated memory 21.44 GiB is allocated by PyTorch, and 1.63 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",random,none,tabicl_encoded_l2,,,,True
OpenML-ID-1487,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1487,binclass,2027,406,507,72,2,0.9546351084812624,0.9468295802699368,0.684342105263158,0.9479605263157896,0.1216423398244202,14.371965169906616,1.639310359954834,ok,,2027,1621,0,507,0.1519652530550956,True,0.1,False,14,1e-05,True,14.111138105392456,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=2534>=2000,30,1,epoch_chunk,accuracy,0.9408866995073892,0.9507389162561576,0.9408866995073892,0.9507389162561576,6,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-1489,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1489,binclass,4323,865,1081,5,2,0.9037927844588344,0.9037927844588344,0.8839496589426397,0.9656485870480784,0.2184456203048236,3.995920181274414,0.8115549087524414,ok,,4323,3458,0,1081,0.2351581156253814,True,0.1,False,8,1e-05,True,3.948097467422485,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=5404>=2000,30,1,epoch_chunk,accuracy,0.9260115606936417,0.9260115606936417,0.9260115606936417,0.9260115606936417,0,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-1494,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1494,binclass,844,169,211,41,2,0.8909952606635071,0.8899623050083783,0.8692655935613682,0.9452213279678068,0.275543964392769,5.000828504562378,1.243102788925171,ok,,844,675,0,211,0.3981625437736511,True,0.1,True,8,1e-05,True,4.888495683670044,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=1055<2000,30,1,epoch_chunk,accuracy,0.8875739644970414,0.8875739644970414,0.8875739644970414,0.8875739644970414,0,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-1497,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1497,multiclass,4364,873,1092,24,4,0.9954212454212454,0.9954189862184728,0.9906952174809318,0.9999680979197032,0.0118060716494403,16.976410150527954,1.8099696636199951,ok,,4364,3491,0,1092,0.008574562612921,True,0.1,False,21,1e-05,True,16.820170402526855,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=5456>=2000,30,1,epoch_chunk,accuracy,0.986254295532646,0.9896907216494846,0.986254295532646,0.9896907216494846,13,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-15,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-15,binclass,559,112,140,9,2,0.9571428571428572,0.9573446961202065,0.957427536231884,0.9932065217391304,0.1089100023545271,3.1539082527160645,0.4723243713378906,ok,,559,447,0,140,0.0089338677935302,True,0.1,True,8,1e-05,True,3.119119167327881,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=699<2000,30,1,epoch_chunk,accuracy,0.9464285714285714,0.9464285714285714,0.9464285714285714,0.9464285714285714,0,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-1501,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1501,multiclass,1274,255,319,256,10,0.9686520376175548,0.9686948325435536,0.9686491935483872,0.9993351769635208,0.1005940037255934,20.2218017578125,3.994389057159424,ok,,1274,1019,0,319,0.087255023419857,True,0.1,True,8,1e-05,True,19.48774242401123,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=1593<2000,30,1,epoch_chunk,accuracy,0.9568627450980391,0.9568627450980391,0.9568627450980391,0.9568627450980391,0,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-151,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-151,binclass,36249,7250,9063,8,2,0.93754827319872,0.937506679715072,0.9354472346083084,0.986107213120636,0.1501491080612646,108.1337549686432,26.138959646224976,ok,,36249,28999,0,9063,0.2575129270553589,True,0.1,False,90,1e-05,True,107.87934756278992,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=45312>=2000,30,3,epoch_chunk,accuracy,0.9136551724137932,0.9311724137931034,0.9136551724137932,0.9311724137931034,25,False,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-1510,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1510,binclass,455,91,114,30,2,0.9912280701754386,0.991205475258566,0.988095238095238,0.9973544973544972,0.0485935039104017,4.016452312469482,0.6189610958099365,ok,,455,364,0,114,0.0232540545985102,True,0.1,True,8,1e-05,True,3.936392545700073,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=569<2000,30,1,epoch_chunk,accuracy,0.956043956043956,0.956043956043956,0.956043956043956,0.956043956043956,0,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-1590,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-1590,binclass,39073,7815,9769,14,2,0.8703040229296755,0.8697119531286035,0.817425015014092,0.9285746230590898,0.2797069174485445,78.10863184928894,33.030471086502075,ok,,39073,31258,0,9769,0.3308464288711548,True,0.1,False,64,1e-05,True,77.61877059936523,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=48842>=2000,30,4,epoch_chunk,accuracy,0.8715291106845809,0.8754958413307742,0.8715291106845809,0.8754958413307742,8,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-16,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-16,multiclass,1600,320,400,64,10,0.975,0.975015727207024,0.975,0.9997013888888888,0.0910764674790076,10.166412115097046,1.2647323608398438,ok,,1600,1280,0,400,0.0245565632358193,True,0.1,False,11,1e-05,True,9.96324372291565,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=2000>=2000,30,1,epoch_chunk,accuracy,0.978125,0.98125,0.978125,0.98125,3,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-18,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-18,multiclass,1600,320,400,6,10,0.77,0.7619729916146867,0.7699999999999999,0.974125,0.4926636426892932,2.8891942501068115,0.4931826591491699,ok,,1600,1280,0,400,0.7225861847400665,True,0.1,False,8,1e-05,True,2.854332685470581,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=2000>=2000,30,1,epoch_chunk,accuracy,0.74375,0.74375,0.74375,0.74375,0,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-182,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-182,multiclass,5144,1029,1286,36,6,0.9432348367029548,0.9423857207047496,0.92893984554966,0.996807272520149,0.1307798754348743,17.731201171875,2.6621313095092773,ok,,5144,4115,0,1286,0.1607674583792686,True,0.1,False,15,1e-05,True,17.466795921325684,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=6430>=2000,30,1,epoch_chunk,accuracy,0.93488824101069,0.9446064139941692,0.93488824101069,0.9446064139941692,7,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-188,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-188,multiclass,588,118,148,19,5,0.7297297297297297,0.7293510031712577,0.7103592789639301,0.9403446256906092,0.6066243483497357,3.1857917308807373,0.6405560970306396,ok,,588,470,0,148,0.7073840200901031,True,0.1,True,8,1e-05,True,3.142354249954224,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=736<2000,30,1,epoch_chunk,accuracy,0.7796610169491526,0.7796610169491526,0.7796610169491526,0.7796610169491526,0,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-22,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-22,multiclass,1600,320,400,47,10,0.9025,0.9015117075427248,0.9025,0.9939305555555557,0.2186762911372461,12.068669080734251,1.02341890335083,ok,,1600,1280,0,400,0.1686962321400642,True,0.1,False,16,1e-05,True,11.903930187225342,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=2000>=2000,30,1,epoch_chunk,accuracy,0.865625,0.90625,0.865625,0.90625,8,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-23,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-23,multiclass,1178,236,295,9,3,0.6033898305084746,0.603014989366664,0.5784569217405039,0.7694748039932482,0.8664294916942983,2.9797303676605225,0.4109854698181152,ok,,1178,942,0,295,0.8281193375587463,True,0.1,True,8,1e-05,True,2.944901943206787,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=1473<2000,30,1,epoch_chunk,accuracy,0.5508474576271186,0.5508474576271186,0.5508474576271186,0.5508474576271186,0,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-23381,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-23381,binclass,400,80,100,12,2,0.65,0.612973227974997,0.6030377668308703,0.6559934318555009,0.6432301957554429,3.3206632137298584,0.3926808834075928,ok,,400,320,0,100,0.6774978637695312,True,0.1,True,10,1e-05,True,3.2840259075164795,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=500<2000,30,1,epoch_chunk,accuracy,0.6375,0.65,0.6375,0.65,2,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-23517,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-23517,binclass,77056,15412,19264,21,2,0.5157807308970099,0.5061646226788344,0.5143336163698233,0.52423937069484,0.6920935742500685,147.6746609210968,115.0100371837616,ok,,77056,61644,0,19264,0.6949053704738617,True,0.1,False,77,1e-05,True,145.7366111278534,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=96320>=2000,30,7,epoch_chunk,accuracy,0.5226446924474436,0.5275110303659486,0.5226446924474436,0.5275110303659486,3,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-28,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-28,multiclass,4496,900,1124,64,10,0.9973309608540926,0.997330908588654,0.9973370927318296,0.9999911977553776,0.0091045604939639,12.421258211135864,3.6989896297454834,ok,,4496,3596,0,1124,0.016394724138081,True,0.1,False,8,1e-05,True,12.055766582489014,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=5620>=2000,30,1,epoch_chunk,accuracy,0.9933333333333332,0.9933333333333332,0.9933333333333332,0.9933333333333332,0,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-29,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-29,binclass,552,111,138,15,2,0.8623188405797102,0.8627190130559621,0.8647008728975942,0.9148392591015542,0.3814238876173886,3.013124227523804,0.5596799850463867,ok,,552,441,0,138,0.2193744406104087,True,0.1,True,8,1e-05,True,2.973191976547241,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=690<2000,30,1,epoch_chunk,accuracy,0.8468468468468469,0.8468468468468469,0.8468468468468469,0.8468468468468469,0,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-3,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-3,binclass,2556,512,640,36,2,0.996875,0.996875,0.9968690070838716,0.9999608625885484,0.0079670055030884,10.167351245880129,1.3231332302093506,ok,,2556,2044,0,640,0.0050251686479896,True,0.1,False,14,1e-05,True,10.031368255615234,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft_skipped rows=3196>=2000,30,1,epoch_chunk,accuracy,0.982421875,0.986328125,0.982421875,0.986328125,6,True,False,,random,none,tabicl_encoded_l2,,,,True
OpenML-ID-31,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-31,binclass,800,160,200,20,2,0.75,0.741248097412481,0.6738095238095239,0.7869047619047619,0.4941691849325755,4.17365837097168,0.8312926292419434,ok,,800,640,0,200,0.5108052790164948,True,0.1,True,10,1e-05,True,4.121540546417236,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | wise_ft=alpha0.1 rows=1000<2000,30,1,epoch_chunk,accuracy,0.78125,0.7875,0.78125,0.7875,2,True,False,,random,none,tabicl_encoded_l2,,,,True
