dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_baseline_accuracy,ttt_val_best_roc_auc,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_best_accuracy
jm1,/home/crc00006699/zh/tabiclv2/data172/jm1,binclass,8708,1742,2177,21,2,0.8231511254019293,0.7832175766188878,0.5851921339256245,0.7580044530053729,0.4373451431162477,125.16143989562988,1.4951260089874268,ok,,8708,6966,0,2177,,120,5e-06,True,125.16099715232848,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,,,0,False,False,,,,,
jungle_chess_2pcs_raw_endgame_complete,/home/crc00006699/zh/tabiclv2/data172/jungle_chess_2pcs_raw_endgame_complete,multiclass,35855,7171,8964,6,3,0.9886211512717537,0.9886355083596964,0.9840281853260552,0.9995709993713884,0.0465259216617225,482.6495041847229,8.504654169082642,ok,,35855,28684,0,8964,,450,5e-06,True,482.6491055488586,tabpfn_finetune_epoch_chunks,dataset_val_split,30,15,tabpfn_finetuning_api,,,0,False,False,,,,,
kc1,/home/crc00006699/zh/tabiclv2/data172/kc1,binclass,1687,338,422,21,2,0.8862559241706162,0.8763708588044051,0.7125619478560655,0.851023486317604,0.3134034154493476,31.35920548439026,0.4269850254058838,ok,,1687,1349,0,422,,30,5e-06,True,31.35888671875,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
kdd_ipums_la_97-small,/home/crc00006699/zh/tabiclv2/data172/kdd_ipums_la_97-small,binclass,4150,830,1038,20,2,0.8834296724470135,0.8830518369813486,0.8834296724470134,0.9467517569358592,0.267445406783556,24.604469299316406,0.77518630027771,ok,,4150,3320,0,1038,,60,5e-06,True,24.604089975357056,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
kr-vs-k,/home/crc00006699/zh/tabiclv2/data172/kr-vs-k,multiclass,22444,4489,5612,6,18,0.9246258018531718,0.92465335482642,0.9118005296433668,0.9983793736462524,0.2182408829014643,0.0294079780578613,89.28425312042236,ok,,22444,0,0,5612,,0,5e-06,False,0.0,,TTT skipped because n_classes > 10 requires ManyClass baseline inference,0,0,,,,0,False,False,,,,,
kr-vs-kp,/home/crc00006699/zh/tabiclv2/data200/kr-vs-kp,binclass,2556,512,640,36,2,0.9984375,0.9984376031804651,0.998502994011976,0.9999706469414114,0.0098435898216113,14.725655555725098,0.8562479019165039,ok,,2556,2044,0,640,,60,1e-05,True,14.725029230117798,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,True,False,,roc_auc,0.9999312084384316,0.9999312084384316,
kropt,/home/crc00006699/zh/tabiclv2/data172/kropt,multiclass,22444,4489,5612,6,18,0.9242694226657164,0.9242321964760072,0.9047505964279752,0.9982173443113124,0.2391162830136975,0.0304169654846191,88.65034341812134,ok,,22444,0,0,5612,,0,5e-06,False,0.0,,TTT skipped because n_classes > 10 requires ManyClass baseline inference,0,0,,,,0,False,False,,,,,
law-school-admission-bianry,/home/crc00006699/zh/tabiclv2/data200/law-school-admission-bianry,binclass,16640,3328,4160,11,2,1.0,1.0,1.0,1.0,1.2993896981348888e-05,40.505085706710815,2.799421548843384,ok,,16640,13312,0,4160,,210,1e-05,True,40.50476479530335,tabpfn_finetune_epoch_chunks,dataset_val_split,30,7,tabpfn_finetuning_api,,,0,True,False,,roc_auc,1.0,1.0,
led24,/home/crc00006699/zh/tabiclv2/data172/led24,multiclass,2560,512,640,24,10,0.7296875,0.7223813079298709,0.7296823225288879,0.958010702987946,0.7701525816110332,28.12945866584778,0.7582030296325684,ok,,2560,2048,0,640,,60,5e-06,True,28.12905621528625,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
led7,/home/crc00006699/zh/tabiclv2/data172/led7,multiclass,2560,512,640,7,10,0.740625,0.7399686687844615,0.7403696248592028,0.9595595753177224,0.7906691197263949,55.8974814414978,0.5710906982421875,ok,,2560,2048,0,640,,60,5e-06,True,55.89715766906738,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
letter,/home/crc00006699/zh/tabiclv2/data172/letter,multiclass,16000,3200,4000,15,26,0.9905,0.990501873502052,0.9904507627775524,0.9999794656463366,0.0258257803221441,0.0260112285614013,58.79277491569519,ok,,16000,0,0,4000,,0,5e-06,False,0.0,,TTT skipped because n_classes > 10 requires ManyClass baseline inference,0,0,,,,0,False,False,,,,,
madeline,/home/crc00006699/zh/tabiclv2/data172/madeline,binclass,2512,503,628,259,2,0.928343949044586,0.9283299545385744,0.9282700421940928,0.9762151087309316,0.1954736377598408,212.58603191375727,4.069781541824341,ok,,2512,2009,0,628,,60,5e-06,True,212.58571195602417,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
mammography,/home/crc00006699/zh/tabiclv2/data172/mammography,binclass,8946,1790,2237,6,2,0.988377291014752,0.9871847997423312,0.7875462066537582,0.9833876078155256,0.0343319255594452,120.07490229606628,1.1444787979125977,ok,,8946,7156,0,2237,,120,5e-06,True,120.07425045967102,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,,,0,False,False,,,,,
maternal_health_risk,/home/crc00006699/zh/tabiclv2/data172/maternal_health_risk,multiclass,811,163,203,6,3,0.8620689655172413,0.8569379842098656,0.8619651462105856,0.9636142762741368,0.346200407398558,78.64799952507019,0.4363222122192383,ok,,811,648,0,203,,30,5e-06,True,78.64760279655457,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
mfeat-factors,/home/crc00006699/zh/tabiclv2/data172/mfeat-factors,multiclass,1600,320,400,216,10,0.9775,0.977492574033173,0.9775,0.9996180555555556,0.0810478294832726,91.71600365638731,1.0400969982147217,ok,,1600,1280,0,400,,30,5e-06,True,91.71550583839417,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
mfeat-fourier,/home/crc00006699/zh/tabiclv2/data172/mfeat-fourier,multiclass,1600,320,400,76,10,0.905,0.903940844034474,0.905,0.9940763888888888,0.2277243386178668,24.73409652709961,0.5377302169799805,ok,,1600,1280,0,400,,30,5e-06,True,24.73378825187683,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
mfeat-karhunen,/home/crc00006699/zh/tabiclv2/data172/mfeat-karhunen,multiclass,1600,320,400,64,10,0.975,0.975054751753836,0.975,0.9995208333333332,0.0994821127840501,27.47781276702881,0.4984900951385498,ok,,1600,1280,0,400,,30,5e-06,True,27.47747492790222,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
mfeat-morphological,/home/crc00006699/zh/tabiclv2/data172/mfeat-morphological,multiclass,1600,320,400,6,10,0.7675,0.7540773635311507,0.7675,0.9726944444444444,0.5006820034646567,38.54799437522888,0.4545290470123291,ok,,1600,1280,0,400,,30,5e-06,True,38.54752564430237,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
mfeat-pixel,/home/crc00006699/zh/tabiclv2/data172/mfeat-pixel,multiclass,1600,320,400,240,10,0.9675,0.9673753085553172,0.9675,0.9991319444444444,0.1155206846845579,94.89965724945068,1.3816158771514893,ok,,1600,1280,0,400,,30,5e-06,True,94.89925146102904,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
mfeat-zernike,/home/crc00006699/zh/tabiclv2/data172/mfeat-zernike,multiclass,1600,320,400,47,10,0.8425,0.8320206528190109,0.8425,0.9851736111111112,0.2430411958744237,50.49650406837464,0.4733731746673584,ok,,1600,1280,0,400,,30,5e-06,True,50.496193170547485,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
mice_protein_expression,/home/crc00006699/zh/tabiclv2/data172/mice_protein_expression,multiclass,864,173,216,75,8,1.0,1.0,1.0,1.0,0.0001142772607597,25.61295318603516,0.4609031677246094,ok,,864,691,0,216,,30,5e-06,True,25.61263871192932,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
microaggregation2,/home/crc00006699/zh/tabiclv2/data172/microaggregation2,multiclass,16000,3200,4000,20,5,0.6415,0.5867418289534441,0.4124573226032203,0.8345041954771604,0.8607207364474416,476.4747407436371,3.00598669052124,ok,,16000,12800,0,4000,,210,5e-06,True,476.47438883781433,tabpfn_finetune_epoch_chunks,dataset_val_split,30,7,tabpfn_finetuning_api,,,0,False,False,,,,,
mobile_c36_oversampling,/home/crc00006699/zh/tabiclv2/data172/mobile_c36_oversampling,binclass,41408,8282,10352,6,2,0.9939142194744977,0.993909523267222,0.9928634442986104,0.999209433425528,0.0257714094332466,381.70413064956665,11.018707990646362,ok,,41408,33126,0,10352,,510,5e-06,True,381.70370149612427,tabpfn_finetune_epoch_chunks,dataset_val_split,30,17,tabpfn_finetuning_api,,,0,False,False,,,,,
mozilla4,/home/crc00006699/zh/tabiclv2/data172/mozilla4,binclass,12436,2488,3109,4,2,0.9369572209713736,0.9361124830813844,0.9165925114655348,0.975859317347066,0.1703451772288847,137.1172912120819,1.712296962738037,ok,,12436,9948,0,3109,,150,5e-06,True,137.11689853668213,tabpfn_finetune_epoch_chunks,dataset_val_split,30,5,tabpfn_finetuning_api,,,0,False,False,,,,,
naticusdroid+android+permissions+dataset,/home/crc00006699/zh/tabiclv2/data172/naticusdroid+android+permissions+dataset,binclass,23465,4693,5867,86,2,0.9717061530594852,0.9717057338475432,0.971717344266029,0.995141004813268,0.0802681747508286,816.8431091308594,9.460429668426514,ok,,23465,18772,0,5867,,300,5e-06,True,816.8426458835602,tabpfn_finetune_epoch_chunks,dataset_val_split,30,10,tabpfn_finetuning_api,,,0,False,False,,,,,
national-longitudinal-survey-binary,/home/crc00006699/zh/tabiclv2/data172/national-longitudinal-survey-binary,binclass,3926,786,982,16,2,1.0,1.0,1.0,1.0,1.530838540184228e-05,24.394461154937744,0.7379934787750244,ok,,3926,3140,0,982,,60,5e-06,True,24.39414143562317,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
okcupid_stem,/home/crc00006699/zh/tabiclv2/data172/okcupid_stem,multiclass,21341,4269,5336,13,3,0.7524362818590704,0.7035733683510619,0.5109565937031925,0.8085207865668211,0.5920111037974981,453.42169308662415,4.232080936431885,ok,,21341,17072,0,5336,,270,5e-06,True,453.42104411125183,tabpfn_finetune_epoch_chunks,dataset_val_split,30,9,tabpfn_finetuning_api,,,0,False,False,,,,,
one-hundred-plants-margin,/home/crc00006699/zh/tabiclv2/data172/one-hundred-plants-margin,multiclass,0,0,0,0,0,,,,,,0.0,0.0,fail,RuntimeError: Failed to generate a valid legacy codebook,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False,False,,,,,
one-hundred-plants-shape,/home/crc00006699/zh/tabiclv2/data172/one-hundred-plants-shape,multiclass,0,0,0,0,0,,,,,,0.0,0.0,fail,RuntimeError: Failed to generate a valid legacy codebook,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False,False,,,,,
one-hundred-plants-texture,/home/crc00006699/zh/tabiclv2/data172/one-hundred-plants-texture,multiclass,0,0,0,0,0,,,,,,0.0,0.0,fail,RuntimeError: Failed to generate a valid legacy codebook,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False,False,,,,,
online_shoppers,/home/crc00006699/zh/tabiclv2/data172/online_shoppers,binclass,9864,1973,2466,14,2,0.9042984590429846,0.9000013749089165,0.7776866376581484,0.9319220990644248,0.2255958744021227,93.23706078529358,1.53373122215271,ok,,9864,7891,0,2466,,120,5e-06,True,93.23673129081726,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,,,0,False,False,,,,,
optdigits,/home/crc00006699/zh/tabiclv2/data172/optdigits,multiclass,4496,900,1124,64,10,0.9955516014234876,0.99555538332432,0.9955512360787162,0.9999779635799844,0.0161054278720504,36.06475949287415,1.5616958141326904,ok,,4496,3596,0,1124,,60,5e-06,True,36.06444597244263,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
ozone-level-8hr,/home/crc00006699/zh/tabiclv2/data172/ozone-level-8hr,binclass,2027,406,507,72,2,0.9526627218934912,0.9463792383805152,0.6978618421052631,0.9361184210526317,0.1319390239630633,27.98173236846924,1.2546679973602295,ok,,2027,1621,0,507,,30,5e-06,True,27.98135209083557,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
ozone_level,/home/crc00006699/zh/tabiclv2/data200/ozone_level,binclass,2028,406,508,36,2,0.9724409448818898,0.968558945101922,0.4949899799599198,0.8256513026052104,0.0921676815774682,30.050111532211304,1.0650076866149902,ok,,2028,1622,0,508,,30,1e-05,True,30.04980182647705,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,11,True,False,,roc_auc,0.9345845481049564,0.946793002915452,
page-blocks,/home/crc00006699/zh/tabiclv2/data172/page-blocks,multiclass,4378,876,1095,10,5,0.9808219178082191,0.9805052424847732,0.9031709907246196,0.9937154097311426,0.0891412292288793,54.23324799537659,0.648728609085083,ok,,4378,3502,0,1095,,60,5e-06,True,54.2329306602478,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
pc1,/home/crc00006699/zh/tabiclv2/data172/pc1,binclass,887,178,222,21,2,0.9504504504504504,0.9433222337280998,0.6951690821256038,0.9112721417069244,0.156801184205336,64.46288895606995,0.4857449531555176,ok,,887,709,0,222,,30,5e-06,True,64.46258187294006,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
pc3,/home/crc00006699/zh/tabiclv2/data172/pc3,binclass,1250,250,313,37,2,0.8977635782747604,0.8552497244472438,0.513845640569395,0.8285142348754448,0.2709184207889987,22.10338449478149,0.4508087635040283,ok,,1250,1000,0,313,,30,5e-06,True,22.10302734375,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
pc4,/home/crc00006699/zh/tabiclv2/data172/pc4,binclass,1166,234,292,37,2,0.9143835616438356,0.9090075911520448,0.7482638888888888,0.9575737847222224,0.1974314274609542,24.396511554718018,0.5261754989624023,ok,,1166,932,0,292,,30,5e-06,True,24.39613485336304,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
pendigits,/home/crc00006699/zh/tabiclv2/data172/pendigits,multiclass,8793,1759,2199,16,10,0.9972714870395636,0.997273276642423,0.9972681553840104,0.999717841229697,0.0135441655011733,64.57380652427673,1.3857812881469729,ok,,8793,7034,0,2199,,120,5e-06,True,64.57343649864197,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,,,0,False,False,,,,,
philippine,/home/crc00006699/zh/tabiclv2/data200/philippine,binclass,4665,933,1167,308,2,0.8928877463581834,0.8928325068019519,0.8929074931271881,0.958064099250452,0.2640067858281817,598.8439676761627,6.258269309997559,ok,,4665,3732,0,1167,,60,1e-05,True,598.8436155319214,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,30,False,False,,roc_auc,0.9485346150664914,0.9643510306862358,
phoneme,/home/crc00006699/zh/tabiclv2/data172/phoneme,binclass,4323,865,1081,5,2,0.901017576318224,0.9001985245771006,0.8727579401126397,0.9594653740069696,0.2439888035488121,59.69780898094177,0.6381981372833252,ok,,4323,3458,0,1081,,60,5e-06,True,59.69748759269714,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
pol,/home/crc00006699/zh/tabiclv2/data172/pol,binclass,8065,1613,2017,26,2,0.9910758552305404,0.9910756578038038,0.9910783110733556,0.9997748438655276,0.0205595820621835,89.54614448547363,1.5003836154937744,ok,,8065,6452,0,2017,,120,5e-06,True,89.5458312034607,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,,,0,False,False,,,,,
predict_students_dropout_and_academic_success,/home/crc00006699/zh/tabiclv2/data172/predict_students_dropout_and_academic_success,multiclass,3539,708,885,34,3,0.7853107344632768,0.7782172356686435,0.7114862877903944,0.8910033038247344,0.5589110036782692,30.22752404212952,0.9485442638397216,ok,,3539,2831,0,885,,60,5e-06,True,30.227134704589844,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
rice_cammeo_and_osmancik,/home/crc00006699/zh/tabiclv2/data172/rice_cammeo_and_osmancik,binclass,3048,610,762,7,2,0.9278215223097112,0.9274691372472942,0.9222223785670064,0.977605954860134,0.1879347521660725,76.22270655632019,0.5458810329437256,ok,,3048,2438,0,762,,60,5e-06,True,76.22231411933899,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
ringnorm,/home/crc00006699/zh/tabiclv2/data172/ringnorm,binclass,5920,1184,1480,20,2,0.981081081081081,0.9810783854433192,0.981002682855113,0.9975070815321312,0.0545699824145639,43.85378980636597,1.031755447387695,ok,,5920,4736,0,1480,,90,5e-06,True,43.85347151756287,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,,,0,False,False,,,,,
rl,/home/crc00006699/zh/tabiclv2/data172/rl,binclass,3976,796,994,12,2,0.8953722334004024,0.8953616428594565,0.8953722334004024,0.9486577412159072,0.2880356956190212,47.412121057510376,0.6356682777404785,ok,,3976,3180,0,994,,60,5e-06,True,47.41177749633789,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
satimage,/home/crc00006699/zh/tabiclv2/data172/satimage,multiclass,5144,1029,1286,36,6,0.9362363919129082,0.9347522804748856,0.916985233618744,0.9956740118226416,0.1515937798393698,46.18593096733093,1.2499349117279053,ok,,5144,4115,0,1286,,90,5e-06,True,46.185609340667725,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,,,0,False,False,,,,,
segment,/home/crc00006699/zh/tabiclv2/data172/segment,multiclass,1848,370,462,17,7,0.935064935064935,0.9350054291469312,0.9350649350649352,0.9959989505444052,0.1690015500959875,22.80956101417541,0.4334962368011474,ok,,1848,1478,0,462,,30,5e-06,True,22.80925464630127,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
seismic+bumps,/home/crc00006699/zh/tabiclv2/data172/seismic+bumps,binclass,2067,414,517,18,2,0.920696324951644,0.8956622859046206,0.4927536231884058,0.6815247838265741,0.2579640390040952,83.97939491271973,0.6470417976379395,ok,,2067,1653,0,517,,30,5e-06,True,83.97907638549805,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
semeion,/home/crc00006699/zh/tabiclv2/data172/semeion,multiclass,1274,255,319,256,10,0.9655172413793104,0.9655004605960216,0.9655241935483873,0.998920789467111,0.1350805587334572,109.7467885017395,1.204587459564209,ok,,1274,1019,0,319,,30,5e-06,True,109.74646019935608,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
shill-bidding,/home/crc00006699/zh/tabiclv2/data200/shill-bidding,binclass,5056,1012,1265,3,2,0.8988142292490119,0.8627869930580926,0.5385775228008237,0.9033806734601084,0.2138937718249048,25.120473861694336,0.6055736541748047,ok,,5056,4044,0,1265,,90,1e-05,True,25.12007522583008,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,,,4,True,False,,roc_auc,0.8973045626271433,0.9005512569020634,
shrutime,/home/crc00006699/zh/tabiclv2/data200/shrutime,binclass,8000,1600,2000,10,2,0.867,0.8533369727047146,0.7110332301552788,0.883115678800747,0.3101333620460234,57.0514223575592,1.0982458591461182,ok,,8000,6400,0,2000,,120,1e-05,True,57.0510892868042,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,,,15,True,False,,roc_auc,0.8639350884322148,0.8647381380858391,
shuttle,/home/crc00006699/zh/tabiclv2/data172/shuttle,multiclass,0,0,0,0,0,,,,,,0.0,0.0,fail,"ValueError: The least populated class in y has only 1 member, which is too few. The minimum number of groups for any class cannot be less than 2.",0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False,False,,,,,
spambase,/home/crc00006699/zh/tabiclv2/data172/spambase,binclass,3680,736,921,57,2,0.9598262757871878,0.9598358904607924,0.9581815219645132,0.9906247222962764,0.1187045788065533,35.39007234573364,1.291522979736328,ok,,3680,2944,0,921,,60,5e-06,True,35.38972282409668,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
splice,/home/crc00006699/zh/tabiclv2/data172/splice,multiclass,2552,511,638,60,3,0.9608150470219436,0.9606908002611791,0.9515473863261316,0.99645730645305,0.0997539548044055,52.48772048950195,1.188903570175171,ok,,2552,2041,0,638,,60,5e-06,True,52.48737859725952,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
sports_articles_for_objectivity_analysis,/home/crc00006699/zh/tabiclv2/data172/sports_articles_for_objectivity_analysis,binclass,800,160,200,59,2,0.85,0.8479422502489214,0.8265559270844569,0.9023837773702944,0.375879743636819,23.54089379310608,0.4947781562805176,ok,,800,640,0,200,,30,5e-06,True,23.540576934814453,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
statlog,/home/crc00006699/zh/tabiclv2/data172/statlog,binclass,800,160,200,20,2,0.73,0.7165280665280664,0.6404761904761905,0.765,0.5154607170959963,27.56127238273621,0.4645960330963135,ok,,800,640,0,200,,30,5e-06,True,27.56094002723694,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
steel_plates_faults,/home/crc00006699/zh/tabiclv2/data172/steel_plates_faults,multiclass,1552,311,389,27,7,0.8560411311053985,0.8561181239926366,0.8753894253894254,0.9828376374310096,0.3635365697489691,74.83861446380615,0.5335566997528076,ok,,1552,1241,0,389,,30,5e-06,True,74.8382785320282,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
svmguide3,/home/crc00006699/zh/tabiclv2/data200/svmguide3,binclass,994,199,249,22,2,0.8634538152610441,0.8550381116301943,0.7572642543859649,0.8917214912280701,0.3466706348738793,12.520591020584106,0.4327349662780761,ok,,994,795,0,249,,30,1e-05,True,12.520288467407228,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,True,False,,roc_auc,0.923265306122449,0.923265306122449,
sylvine,/home/crc00006699/zh/tabiclv2/data172/sylvine,binclass,4099,820,1025,20,2,0.9717073170731708,0.9717073170731708,0.9717082419590644,0.9978146320662769,0.0574116581637225,34.08273267745972,0.776017427444458,ok,,4099,3279,0,1025,,60,5e-06,True,34.08235788345337,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
taiwanese_bankruptcy_prediction,/home/crc00006699/zh/tabiclv2/data172/taiwanese_bankruptcy_prediction,binclass,5455,1091,1364,95,2,0.9728739002932552,0.96490351544115,0.6015151515151516,0.937637741046832,0.085721903885614,195.6491096019745,2.4735653400421143,ok,,5455,4364,0,1364,,90,5e-06,True,195.64874792099,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,,,0,False,False,,,,,
telco-customer-churn,/home/crc00006699/zh/tabiclv2/data172/telco-customer-churn,binclass,5634,1127,1409,18,2,0.8055358410220014,0.7899230743547843,0.692602495543672,0.8519439923531996,0.4097366927308592,92.15150690078735,1.0009841918945312,ok,,5634,4507,0,1409,,90,5e-06,True,92.15112900733948,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,,,0,False,False,,,,,
texture,/home/crc00006699/zh/tabiclv2/data172/texture,multiclass,4400,880,1100,40,11,1.0,1.0,1.0,1.0,0.0001603708106418,0.0243806838989257,21.18186330795288,ok,,4400,0,0,1100,,0,5e-06,False,0.0,,TTT skipped because n_classes > 10 requires ManyClass baseline inference,0,0,,,,0,False,False,,,,,
thyroid,/home/crc00006699/zh/tabiclv2/data172/thyroid,multiclass,5760,1152,1440,21,3,0.99375,0.9937540487789204,0.9639421526143206,0.9997339289314882,0.0157243674060481,133.292377948761,1.0304625034332275,ok,,5760,4608,0,1440,,90,5e-06,True,133.29200077056885,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,,,0,False,False,,,,,
thyroid-ann,/home/crc00006699/zh/tabiclv2/data172/thyroid-ann,multiclass,3017,604,755,21,3,0.9894039735099338,0.9893168503065776,0.920097521741316,0.9991168715120587,0.0303208553635952,45.4331533908844,0.6960372924804688,ok,,3017,2413,0,755,,60,5e-06,True,45.432605266571045,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
thyroid-dis,/home/crc00006699/zh/tabiclv2/data172/thyroid-dis,multiclass,2240,448,560,26,5,0.6946428571428571,0.6727687298630195,0.4046904166170221,0.877976485587233,0.7117337704143134,24.9641182422638,0.7917711734771729,ok,,2240,1792,0,560,,30,5e-06,True,24.96373224258423,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
turiye_student_evaluation,/home/crc00006699/zh/tabiclv2/data172/turiye_student_evaluation,multiclass,4656,932,1164,32,5,0.5214776632302406,0.4903259124693244,0.4074769384427331,0.7647729013807786,1.1891449553445357,52.20263171195984,1.0553927421569824,ok,,4656,3724,0,1164,,60,5e-06,True,52.20230174064636,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,,,,,
twonorm,/home/crc00006699/zh/tabiclv2/data172/twonorm,binclass,5920,1184,1480,20,2,0.9777027027027028,0.9777025500087502,0.9777072273689325,0.9985189892603894,0.0513588139311824,45.549835205078125,1.0369014739990234,ok,,5920,4736,0,1480,,90,5e-06,True,45.5494544506073,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,,,0,False,False,,,,,
vehicle,/home/crc00006699/zh/tabiclv2/data172/vehicle,multiclass,676,136,170,18,4,0.888235294117647,0.8872727272727273,0.8885281385281385,0.971294981060606,0.2698723020877757,46.6584734916687,0.4308741092681885,ok,,676,540,0,170,,30,5e-06,True,46.65811181068421,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,,,,,
